,InvoiceNo,StockCode,Quantity,UnitPrice,CustomerID,Country,Product Type,Colour_type,Revenue,Cluster number,Year,Month,Day,DayOfWeek
58550,1845,1970,6.0,4.25,185,25,1829,7,4.25,0,2011,1,16,0
13011,2496,1614,-4.0,14.95,734,25,213,7,14.95,0,2010,12,6,1
64906,1995,1391,24.0,0.29,172,25,1393,7,0.29,0,2011,1,20,4
34591,2696,2651,-1.0,18.0,99,9,1679,7,18.0,0,2010,12,17,5
65888,2001,343,2.0,1.95,555,25,1725,7,1.95,1,2011,1,20,4
25855,863,2404,6.0,1.65,1167,25,1625,11,1.65,0,2010,12,12,0
76682,2981,1213,-4.0,10.95,1036,25,1710,7,10.95,1,2011,1,31,1
19934,701,1257,1.0,2.95,1025,25,1047,7,2.95,2,2010,12,9,4
4870,236,1974,12.0,1.25,772,25,599,7,1.25,2,2010,12,2,4
7831,332,522,2.0,1.25,702,25,1622,11,1.25,2,2010,12,5,0
14053,497,1348,4.0,3.75,372,25,758,7,3.75,2,2010,12,7,2
708,46,2046,8.0,3.75,1352,25,974,11,3.75,2,2010,12,1,3
33181,1159,1272,12.0,3.95,662,25,1165,7,3.95,2,2010,12,16,4
49118,1580,2035,48.0,1.69,226,25,1254,7,1.69,0,2011,1,9,0
41246,1369,612,4.0,4.95,1221,25,2185,7,4.95,1,2010,12,22,3
20070,712,1664,12.0,2.1,91,8,396,7,2.1,2,2010,12,9,4
41715,1392,649,12.0,1.25,62,9,1946,13,1.25,1,2010,12,23,4
19043,646,976,24.0,0.42,779,25,1623,13,0.42,2,2010,12,8,3
69117,2085,1367,6.0,2.55,733,25,323,7,2.55,0,2011,1,24,1
72780,2216,92,2.0,2.95,822,25,1677,7,2.95,1,2011,1,26,3
75309,2300,1031,2.0,2.1,1336,25,1084,13,2.1,1,2011,1,28,5
23820,815,967,1.0,2.1,1361,25,439,7,2.1,2,2010,12,10,5
27376,900,1101,24.0,1.65,580,25,974,7,1.65,2,2010,12,13,1
44996,1477,505,2.0,2.1,727,25,488,7,2.1,1,2011,1,5,3
64543,1976,447,2.0,1.65,1278,25,1911,7,1.65,1,2011,1,20,4
72070,2198,1137,8.0,1.65,31,9,1745,7,1.65,1,2011,1,26,3
14885,546,2306,1.0,0.55,113,25,2052,7,0.55,2,2010,12,7,2
45607,1492,358,12.0,2.1,274,25,864,7,2.1,1,2011,1,6,4
74513,2274,994,2.0,8.5,135,25,1085,13,8.5,1,2011,1,28,5
55268,1745,561,12.0,0.42,140,25,813,7,0.42,1,2011,1,12,3
26300,879,1604,6.0,4.65,849,25,2209,7,4.65,2,2010,12,12,0
14484,525,548,1.0,2.95,297,25,744,1,2.95,2,2010,12,7,2
58458,1837,2352,48.0,1.45,975,25,1271,11,1.45,0,2011,1,16,0
70947,2146,1337,2.0,1.49,896,25,1743,7,1.49,0,2011,1,25,2
29148,963,1257,1.0,2.95,938,25,1047,7,2.95,2,2010,12,14,2
48897,1570,1733,12.0,1.65,34,9,411,7,1.65,0,2011,1,7,5
33922,1202,1473,24.0,0.85,318,25,636,0,0.85,2,2010,12,16,4
9910,399,969,6.0,2.1,299,25,437,7,2.1,2,2010,12,5,0
25114,841,1816,64.0,1.25,340,25,248,7,1.25,2,2010,12,10,5
29706,988,549,4.0,3.45,1380,25,947,6,3.45,2,2010,12,14,2
4509,212,1394,48.0,4.25,635,25,1940,7,4.25,2,2010,12,2,4
2181,93,1422,12.0,1.45,862,25,1002,7,1.45,2,2010,12,1,3
6721,291,1213,4.0,12.75,603,6,1710,7,12.75,2,2010,12,3,5
77380,2369,1160,24.0,2.55,193,25,898,7,2.55,1,2011,1,31,1
19761,688,920,6.0,2.95,254,25,1430,13,2.95,2,2010,12,9,4
66074,2008,401,96.0,1.45,536,17,1748,11,1.45,1,2011,1,21,5
55866,1761,1079,6.0,2.95,812,25,763,7,2.95,1,2011,1,13,4
31993,1088,1440,6.0,2.95,771,25,1702,14,2.95,2,2010,12,15,3
57385,1814,1010,5.0,3.95,1357,25,983,3,3.95,1,2011,1,14,5
12288,451,1735,1.0,1.65,1139,25,0,7,1.65,2,2010,12,6,1
12025,442,930,2.0,1.25,1222,25,1953,7,1.25,2,2010,12,6,1
50064,1620,961,3.0,0.42,272,25,1282,11,0.42,1,2011,1,9,0
67747,2045,550,3.0,4.95,1065,25,1046,7,4.95,1,2011,1,23,0
14894,546,1332,1.0,1.65,113,25,1630,7,1.65,2,2010,12,7,2
27351,900,812,1.0,1.25,580,25,169,1,1.25,2,2010,12,13,1
17696,613,793,2.0,1.25,854,25,2250,7,1.25,2,2010,12,8,3
65998,2890,1337,-12.0,1.49,459,25,1743,7,1.49,0,2011,1,21,5
933,57,1555,3.0,4.95,964,25,537,3,4.95,2,2010,12,1,3
6674,290,146,10.0,1.65,90,8,1207,11,1.65,2,2010,12,3,5
14607,531,2407,5.0,2.95,895,25,1022,13,2.95,2,2010,12,7,2
844,52,2500,3.0,0.85,1324,25,473,7,0.85,2,2010,12,1,3
49248,1586,1921,10.0,1.65,581,25,1033,7,1.65,0,2011,1,9,0
27985,912,548,12.0,2.95,995,25,744,1,2.95,2,2010,12,13,1
63711,1960,1050,12.0,1.25,810,25,853,7,1.25,1,2011,1,19,3
75937,2327,1905,1.0,7.95,1195,25,645,7,7.95,0,2011,1,30,0
4359,202,1354,8.0,1.95,1218,25,1250,7,1.95,2,2010,12,2,4
50027,1618,250,6.0,0.85,471,25,1493,7,0.85,1,2011,1,9,0
6583,281,1428,24.0,1.65,1277,25,2086,7,1.65,2,2010,12,3,5
33286,1161,161,3.0,0.85,527,25,577,11,0.85,1,2010,12,16,4
52232,1663,1622,12.0,1.25,989,25,588,7,1.25,0,2011,1,11,2
41747,1392,840,24.0,0.29,62,9,1390,7,0.29,1,2010,12,23,4
20427,727,1156,20.0,0.85,1339,25,373,9,0.85,2,2010,12,9,4
46844,1517,2231,1.0,1.69,502,25,106,7,1.69,0,2011,1,6,4
748,49,28,10.0,0.85,845,25,2008,7,0.85,2,2010,12,1,3
28551,929,1715,24.0,0.55,770,25,253,7,0.55,2,2010,12,13,1
9260,374,396,4.0,1.25,720,25,2090,7,1.25,2,2010,12,5,0
12106,446,155,4.0,7.95,603,6,1740,11,7.95,2,2010,12,6,1
46840,1517,550,1.0,4.95,502,25,1046,7,4.95,1,2011,1,6,4
64684,1982,502,2.0,4.25,1271,25,1000,11,4.25,1,2011,1,20,4
7895,335,2169,6.0,2.55,57,8,2125,7,2.55,2,2010,12,5,0
43753,1440,1602,144.0,0.85,318,25,967,7,0.85,0,2011,1,5,3
1282,72,779,24.0,1.25,23,18,865,7,1.25,2,2010,12,1,3
19596,676,1323,24.0,0.42,23,18,1272,7,0.42,2,2010,12,8,3
42751,1413,650,1.0,1.25,1285,25,1946,13,1.25,1,2011,1,4,2
23710,809,1565,1.0,16.95,113,25,393,7,16.95,2,2010,12,10,5
4301,198,764,6.0,2.95,1024,25,1741,11,2.95,2,2010,12,2,4
18127,625,301,10.0,0.85,831,25,1834,7,0.85,2,2010,12,8,3
23817,815,2044,1.0,0.85,1361,25,1429,7,0.85,2,2010,12,10,5
8354,351,1603,1.0,4.65,1091,25,2207,7,4.65,2,2010,12,5,0
8086,343,245,1.0,0.65,1361,25,1491,11,0.65,2,2010,12,5,0
74180,2261,1905,4.0,7.95,760,25,645,7,7.95,0,2011,1,27,4
19687,684,1217,3.0,5.95,156,25,719,3,5.95,2,2010,12,9,4
59160,1864,1494,3.0,4.95,783,25,278,7,4.95,0,2011,1,17,1
29398,973,2047,8.0,3.75,609,25,2107,7,3.75,0,2010,12,14,2
76554,2336,1153,12.0,2.55,106,8,1213,7,2.55,1,2011,1,31,1
2294,98,709,6.0,5.95,959,25,1073,7,5.95,2,2010,12,1,3
67635,2043,1329,3.0,1.45,868,25,1514,7,1.45,0,2011,1,23,0
77653,2388,411,2.0,7.95,603,6,201,7,7.95,1,2011,2,1,2
70649,2136,1017,11.0,0.85,740,25,1040,7,0.85,1,2011,1,25,2
45858,1502,1091,2.0,7.95,1233,25,703,7,7.95,1,2011,1,6,4
12907,474,2299,3.0,1.69,1118,25,1026,7,1.69,2,2010,12,6,1
40232,1363,2311,72.0,3.39,536,17,1523,11,3.39,0,2010,12,21,2
16234,556,920,1.0,2.95,1220,25,1430,13,2.95,2,2010,12,7,2
26684,889,1947,1.0,2.1,502,25,233,10,2.1,2,2010,12,12,0
55833,1758,512,24.0,2.55,318,25,1975,7,2.55,1,2011,1,13,4
8117,343,384,2.0,0.55,1361,25,1387,7,0.55,2,2010,12,5,0
37275,1270,2578,1.0,6.95,113,25,2093,11,6.95,0,2010,12,17,5
11609,423,2224,12.0,1.25,487,25,2284,7,1.25,2,2010,12,6,1
11619,423,954,12.0,1.25,487,25,1450,7,1.25,2,2010,12,6,1
29688,987,1308,1.0,1.25,845,25,162,1,1.25,2,2010,12,14,2
58463,1838,1908,1.0,7.95,745,25,2215,7,7.95,0,2011,1,16,0
67600,2040,1732,6.0,2.55,1268,25,952,7,2.55,0,2011,1,23,0
30147,1006,763,1.0,10.95,478,25,1730,11,10.95,2,2010,12,14,2
32953,1148,1423,12.0,1.45,1110,25,1987,7,1.45,2,2010,12,16,4
44168,1447,16,1.0,5.95,692,25,1441,0,5.95,1,2011,1,5,3
74438,2969,1602,-48.0,0.85,413,25,967,7,0.85,0,2011,1,28,5
32342,1102,328,1.0,1.25,1006,25,1831,7,1.25,1,2010,12,15,3
51108,1644,782,12.0,1.25,89,8,1076,7,1.25,1,2011,1,10,1
34534,1241,1496,2.0,3.95,1151,25,1063,7,3.95,0,2010,12,17,5
52432,2816,2451,-2.0,0.85,882,25,137,9,0.85,0,2011,1,11,2
55263,1745,866,12.0,0.42,140,25,2036,7,0.42,1,2011,1,12,3
54443,1732,2105,1.0,3.75,523,25,1646,7,3.75,0,2011,1,12,3
59929,1901,684,2.0,2.55,857,25,688,7,2.55,1,2011,1,17,1
33645,1183,1123,6.0,2.95,1372,25,1011,7,2.95,2,2010,12,16,4
74385,2268,1450,1.0,1.25,552,25,171,1,1.25,0,2011,1,27,4
12641,466,1718,6.0,2.1,962,25,808,7,2.1,2,2010,12,6,1
7657,326,1190,12.0,1.25,581,25,1221,7,1.25,2,2010,12,5,0
28324,923,790,1.0,3.75,1146,25,127,7,3.75,2,2010,12,13,1
55222,1744,2023,2.0,6.45,504,25,2230,0,6.45,0,2011,1,12,3
58724,1852,1531,1.0,1.65,1347,25,1331,7,1.65,0,2011,1,16,0
4840,232,696,6.0,2.95,1238,25,1022,11,2.95,2,2010,12,2,4
43405,1423,137,10.0,1.95,316,25,73,7,1.95,1,2011,1,4,2
53451,1704,764,6.0,2.95,560,25,1741,11,2.95,1,2011,1,11,2
64907,1995,147,10.0,1.65,172,25,1211,7,1.65,1,2011,1,20,4
18164,628,892,12.0,1.49,273,25,1984,7,1.49,2,2010,12,8,3
14051,496,2407,6.0,2.95,1343,25,1022,13,2.95,2,2010,12,7,2
77644,2388,100,12.0,1.25,603,6,490,7,1.25,1,2011,2,1,2
6597,282,245,24.0,0.65,944,25,1491,11,0.65,2,2010,12,3,5
17082,576,1423,12.0,1.45,1023,25,1987,7,1.45,2,2010,12,8,3
9043,368,549,1.0,3.45,934,25,947,6,3.45,2,2010,12,5,0
52658,1691,1178,3.0,1.65,542,25,1209,7,1.65,1,2011,1,11,2
23323,798,238,2.0,3.75,1283,25,770,6,3.75,2,2010,12,10,5
11925,437,1315,24.0,0.42,553,25,0,7,0.42,2,2010,12,6,1
74460,2969,242,-12.0,1.25,413,25,1551,9,1.25,1,2011,1,28,5
32861,1144,549,2.0,3.45,942,25,947,6,3.45,1,2010,12,16,4
26197,878,602,1.0,1.25,748,25,1733,7,1.25,2,2010,12,12,0
28230,919,822,10.0,1.95,518,25,68,9,1.95,2,2010,12,13,1
9724,389,548,6.0,2.95,99,9,744,1,2.95,2,2010,12,5,0
33042,1153,274,10.0,2.95,716,25,63,7,2.95,1,2010,12,16,4
78039,2400,959,4.0,0.85,1161,25,1035,11,0.85,1,2011,2,1,2
7624,323,913,1.0,1.65,188,25,1775,7,1.65,2,2010,12,5,0
65067,1999,1746,25.0,0.42,1057,25,2269,7,0.42,0,2011,1,20,4
37367,1274,1603,4.0,4.65,1136,25,2207,7,4.65,0,2010,12,19,0
19298,665,550,7.0,4.95,1157,25,1046,7,4.95,2,2010,12,8,3
58665,1849,2024,2.0,7.95,309,25,2232,13,7.95,0,2011,1,16,0
74649,2281,454,8.0,9.95,742,25,1243,7,9.95,1,2011,1,28,5
28731,938,929,1.0,1.25,1169,25,1593,9,1.25,2,2010,12,13,1
25475,853,1119,2.0,2.95,1061,25,1339,1,2.95,2,2010,12,12,0
25592,855,1617,1.0,0.85,416,25,738,7,0.85,2,2010,12,12,0
72966,2223,992,8.0,7.65,193,25,742,13,7.65,1,2011,1,27,4
58790,1852,1537,2.0,2.95,1347,25,1506,7,2.95,0,2011,1,16,0
69763,2104,1537,1.0,2.95,631,25,1506,7,2.95,0,2011,1,24,1
3111,121,1394,24.0,4.25,194,25,1940,7,4.25,2,2010,12,2,4
73463,2234,2113,12.0,0.85,517,25,1369,7,0.85,0,2011,1,27,4
29330,971,803,2.0,2.1,704,25,1091,7,2.1,2,2010,12,14,2
74779,2286,1566,4.0,2.95,539,25,912,7,2.95,0,2011,1,28,5
61663,1915,2370,12.0,1.25,1197,25,722,7,1.25,0,2011,1,18,2
70450,2126,2344,12.0,1.25,760,25,294,7,1.25,0,2011,1,25,2
50930,1635,1619,2.0,3.25,627,25,352,3,3.25,0,2011,1,10,1
58672,1850,1168,1.0,4.25,474,25,8,7,4.25,1,2011,1,16,0
33978,1206,1040,12.0,1.95,535,25,267,9,1.95,2,2010,12,16,4
2157,89,1008,4.0,4.25,275,25,435,5,4.25,2,2010,12,1,3
74840,2290,1552,12.0,6.75,855,25,1216,7,6.75,0,2011,1,28,5
23934,821,446,192.0,0.55,608,25,907,12,0.55,2,2010,12,10,5
9223,374,1211,1.0,0.42,720,25,1485,7,0.42,2,2010,12,5,0
61759,1922,1262,1.0,4.95,1361,25,613,7,4.95,1,2011,1,18,2
77841,2396,1748,50.0,0.42,1200,25,2268,7,0.42,0,2011,2,1,2
9165,371,1010,6.0,3.95,620,25,983,3,3.95,2,2010,12,5,0
56906,1797,401,8.0,1.69,96,9,1748,11,1.69,1,2011,1,14,5
14846,545,1706,3.0,8.5,818,25,450,7,8.5,2,2010,12,7,2
14197,508,2054,12.0,1.65,1261,25,1036,9,1.65,2,2010,12,7,2
445,40,547,4.0,3.75,456,25,1909,13,3.75,2,2010,12,1,3
17718,613,1348,2.0,3.75,854,25,758,7,3.75,2,2010,12,8,3
57245,1806,1514,6.0,2.95,54,8,324,7,2.95,0,2011,1,14,5
78169,2406,585,3.0,2.55,1012,25,1902,7,2.55,1,2011,2,1,2
70975,2146,2026,4.0,1.45,896,25,239,7,1.45,0,2011,1,25,2
54684,1738,401,8.0,1.69,8,2,1748,11,1.69,1,2011,1,12,3
19494,673,553,10.0,1.25,852,25,1176,7,1.25,2,2010,12,8,3
19503,674,709,18.0,5.45,1237,25,1073,7,5.45,2,2010,12,8,3
12787,471,1706,1.0,8.5,1127,25,450,7,8.5,2,2010,12,6,1
31676,1070,2034,12.0,2.1,643,25,1715,7,2.1,0,2010,12,15,3
69750,2103,2224,12.0,1.25,207,25,2284,7,1.25,0,2011,1,24,1
13958,493,275,2.0,0.95,1312,25,347,7,0.95,2,2010,12,6,1
77668,2388,1402,2.0,8.5,603,6,1157,11,8.5,0,2011,2,1,2
34463,1235,893,4.0,9.95,16,2,273,7,9.95,1,2010,12,17,5
21710,755,570,4.0,7.95,804,25,1761,11,7.95,2,2010,12,9,4
56756,1791,944,3.0,3.75,1022,25,1046,6,3.75,1,2011,1,13,4
21413,741,1547,2.0,9.95,903,25,2016,7,9.95,2,2010,12,9,4
29468,978,398,3.0,0.85,627,25,1734,11,0.85,1,2010,12,14,2
12042,442,1209,6.0,0.42,1222,25,1483,11,0.42,2,2010,12,6,1
9761,393,1016,12.0,1.65,734,25,1040,7,1.65,2,2010,12,5,0
71491,2164,1603,8.0,4.65,183,25,2207,7,4.65,0,2011,1,25,2
26161,877,1454,1.0,1.25,852,25,171,1,1.25,2,2010,12,12,0
21412,740,123,2.0,7.95,541,25,653,11,7.95,2,2010,12,9,4
51782,1655,1981,2.0,1.25,692,25,1295,7,1.25,0,2011,1,10,1
10100,401,177,2.0,1.65,113,25,1406,1,1.65,2,2010,12,5,0
32227,1098,1291,8.0,4.95,766,25,1239,7,4.95,2,2010,12,15,3
43670,1435,317,24.0,1.95,209,25,280,9,1.95,1,2011,1,5,3
55875,1762,1572,6.0,2.95,1375,25,301,9,2.95,0,2011,1,13,4
7710,327,1256,2.0,1.65,784,25,1047,7,1.65,2,2010,12,5,0
76727,2343,1439,2.0,2.95,1126,25,1704,1,2.95,0,2011,1,31,1
36258,1265,1604,8.0,4.65,95,9,2209,7,4.65,0,2010,12,17,5
23327,798,1348,4.0,3.75,1283,25,758,7,3.75,2,2010,12,10,5
9767,393,1260,4.0,4.95,734,25,2102,7,4.95,2,2010,12,5,0
66308,2017,1559,32.0,1.65,400,25,1068,7,1.65,0,2011,1,21,5
48068,1553,1732,36.0,2.1,889,25,952,7,2.1,0,2011,1,7,5
9220,374,385,1.0,0.55,720,25,1389,7,0.55,2,2010,12,5,0
64631,1980,1169,1.0,4.25,743,25,9,7,4.25,1,2011,1,20,4
28460,926,1244,1.0,2.95,1131,25,2027,11,2.95,2,2010,12,13,1
52302,1668,142,10.0,1.25,411,25,1752,11,1.25,1,2011,1,11,2
55860,1761,975,6.0,1.95,812,25,2001,7,1.95,1,2011,1,13,4
48860,1568,1182,200.0,1.65,796,25,67,9,1.65,1,2011,1,7,5
34029,1211,1369,1.0,2.55,1286,25,334,7,2.55,2,2010,12,16,4
64669,1980,2009,2.0,4.95,743,25,414,7,4.95,0,2011,1,20,4
8876,361,1517,1.0,2.1,803,25,1638,7,2.1,2,2010,12,5,0
32493,1111,1570,1.0,19.95,253,25,424,7,19.95,2,2010,12,16,4
51694,1652,1440,6.0,2.95,628,25,1702,14,2.95,0,2011,1,10,1
51629,1647,1886,2.0,2.55,1179,25,2058,7,2.55,0,2011,1,10,1
17974,618,1602,12.0,2.1,390,25,967,7,2.1,2,2010,12,8,3
38383,1301,1391,24.0,0.29,403,25,1393,7,0.29,0,2010,12,20,1
68078,2053,2025,5.0,2.95,1291,25,2249,13,2.95,0,2011,1,23,0
78240,2409,611,1.0,8.5,527,25,2183,7,8.5,1,2011,2,1,2
71898,2188,374,1.0,2.55,527,25,1081,7,2.55,1,2011,1,26,3
1128,68,2302,1.0,1.45,741,25,1418,5,1.45,2,2010,12,1,3
39015,1324,1213,2.0,12.75,742,25,1710,7,12.75,1,2010,12,20,1
77419,2373,1414,1.0,2.55,1224,25,90,7,2.55,0,2011,1,31,1
28906,947,190,16.0,0.75,560,25,911,9,0.75,1,2010,12,13,1
29047,958,550,3.0,4.95,184,25,1046,7,4.95,2,2010,12,14,2
64174,1961,1548,2.0,8.5,1226,25,888,7,8.5,0,2011,1,19,3
9734,389,2651,4.0,18.0,99,9,1679,7,18.0,2,2010,12,5,0
5694,270,1709,6.0,0.85,1048,25,452,7,0.85,2,2010,12,3,5
50864,1633,1254,2.0,2.55,1278,25,953,7,2.55,1,2011,1,10,1
56228,1781,2184,6.0,0.42,238,25,869,1,0.42,0,2011,1,13,4
77512,2378,1242,6.0,2.95,89,8,2029,9,2.95,1,2011,1,31,1
28179,918,748,5.0,0.85,1274,25,923,7,0.85,2,2010,12,13,1
77214,2363,1181,10.0,1.95,931,25,71,7,1.95,1,2011,1,31,1
9576,385,1688,6.0,0.85,826,25,823,7,0.85,2,2010,12,5,0
5222,258,2079,6.0,2.55,1109,25,1861,12,2.55,2,2010,12,3,5
59062,1859,284,2.0,8.95,72,9,73,7,8.95,1,2011,1,17,1
16381,560,1215,1.0,4.95,1306,25,716,3,4.95,2,2010,12,7,2
28728,938,846,2.0,0.55,1169,25,1384,9,0.55,2,2010,12,13,1
16330,557,892,24.0,1.49,133,25,1984,7,1.49,2,2010,12,7,2
46050,1507,2085,1.0,1.25,1394,25,992,7,1.25,0,2011,1,6,4
14989,550,1602,24.0,2.1,911,25,967,7,2.1,2,2010,12,7,2
79156,2441,1745,25.0,0.42,87,23,2260,7,0.42,0,2011,2,1,2
54518,1733,374,1.0,2.55,527,25,1081,7,2.55,1,2011,1,12,3
56158,1776,966,3.0,4.95,950,25,1759,7,4.95,1,2011,1,13,4
37499,1281,1483,25.0,0.42,1285,25,2273,7,0.42,0,2010,12,19,0
8418,351,1182,4.0,1.95,1091,25,67,9,1.95,2,2010,12,5,0
64312,1964,1067,48.0,0.42,1223,25,750,7,0.42,1,2011,1,19,3
46837,1517,2048,2.0,4.25,502,25,2208,7,4.25,0,2011,1,6,4
67891,2049,595,1.0,2.25,1226,25,1693,7,2.25,1,2011,1,23,0
209,22,1016,24.0,1.65,22,0,1040,7,1.65,2,2010,12,1,3
50050,1620,1001,4.0,9.95,272,25,1737,7,9.95,1,2011,1,9,0
21659,752,1398,1.0,1.45,1317,25,1158,7,1.45,2,2010,12,9,4
17141,581,1364,6.0,1.25,1351,25,1360,7,1.25,2,2010,12,8,3
3985,185,1628,2.0,4.25,1058,25,979,7,4.25,2,2010,12,2,4
49183,1583,2084,2.0,2.1,1273,25,1150,7,2.1,0,2011,1,9,0
19473,672,2393,20.0,1.95,994,25,69,11,1.95,2,2010,12,8,3
69558,2093,974,6.0,2.1,154,25,764,7,2.1,1,2011,1,24,1
7843,332,1266,3.0,1.25,702,25,844,7,1.25,2,2010,12,5,0
49254,1586,1208,12.0,0.85,581,25,518,7,0.85,1,2011,1,9,0
23907,818,1603,4.0,4.65,1373,25,2207,7,4.65,2,2010,12,10,5
42658,1407,1263,6.0,4.95,527,25,711,7,4.95,0,2011,1,4,2
28134,917,1441,1.0,2.95,1155,25,1703,7,2.95,2,2010,12,13,1
31614,1064,1432,2.0,125.0,850,25,2160,1,125.0,2,2010,12,15,3
18294,640,1687,12.0,0.85,118,20,824,7,0.85,2,2010,12,8,3
50901,1634,781,36.0,0.42,1038,25,1317,7,0.42,1,2011,1,10,1
36187,1260,1431,2.0,125.0,978,25,2141,11,125.0,0,2010,12,17,5
4434,208,646,12.0,1.25,1213,25,661,1,1.25,2,2010,12,2,4
19611,677,1335,1.0,1.65,113,25,1629,7,1.65,2,2010,12,8,3
29070,2607,1213,-16.0,10.95,641,25,1710,7,10.95,1,2010,12,14,2
63129,1939,1403,2.0,8.5,1183,25,1157,0,8.5,0,2011,1,19,3
12693,468,1953,2.0,9.95,193,25,2149,3,9.95,2,2010,12,6,1
25590,855,1179,2.0,1.65,416,25,1210,7,1.65,2,2010,12,12,0
58851,1855,1871,2.0,1.95,1225,25,1687,7,1.95,0,2011,1,16,0
49889,1612,774,3.0,1.25,296,25,2035,7,1.25,1,2011,1,9,0
17196,585,1503,18.0,1.25,375,25,457,7,1.25,2,2010,12,8,3
2037,85,554,25.0,0.42,1285,25,2259,7,0.42,2,2010,12,1,3
2362,108,1412,2.0,9.95,158,25,397,7,9.95,2,2010,12,1,3
52633,1689,2023,2.0,6.45,542,25,2230,0,6.45,0,2011,1,11,2
21809,761,2338,6.0,2.1,667,25,1096,7,2.1,2,2010,12,9,4
41419,1380,243,24.0,0.65,8,2,1493,7,0.65,1,2010,12,22,3
29211,965,1730,12.0,1.45,505,25,1078,7,1.45,2,2010,12,14,2
76558,2336,121,24.0,3.25,106,8,1763,11,3.25,1,2011,1,31,1
240,2445,1336,-12.0,1.65,1209,25,1633,7,1.65,0,2010,12,1,3
22473,775,180,2.0,1.65,1206,25,468,7,1.65,2,2010,12,9,4
49892,1612,629,24.0,1.25,296,25,979,7,1.25,1,2011,1,9,0
79170,2442,149,5.0,1.65,885,25,1204,1,1.65,1,2011,2,1,2
1435,82,821,20.0,1.95,940,25,66,7,1.95,2,2010,12,1,3
68247,2056,29,120.0,0.12,1240,25,1275,7,0.12,1,2011,1,23,0
8148,343,2428,1.0,7.95,1361,25,659,1,7.95,2,2010,12,5,0
64712,1982,2033,4.0,2.1,1271,25,105,7,2.1,0,2011,1,20,4
39072,1328,1256,40.0,1.45,1130,25,1047,7,1.45,0,2010,12,20,1
57516,1818,1563,3.0,6.75,624,25,2021,7,6.75,0,2011,1,14,5
57311,1810,141,10.0,1.25,144,25,1991,7,1.25,1,2011,1,14,5
33366,1165,2217,8.0,1.25,649,25,585,7,1.25,0,2010,12,16,4
894,55,920,1.0,2.95,1306,25,1430,13,2.95,2,2010,12,1,3
34149,1216,2351,2.0,2.1,557,25,421,7,2.1,0,2010,12,16,4
42530,1403,1539,2.0,9.95,1043,25,741,7,9.95,0,2011,1,4,2
30098,1006,500,1.0,4.25,478,25,383,2,4.25,1,2010,12,14,2
29333,971,2028,2.0,2.1,704,25,10,7,2.1,0,2010,12,14,2
28367,924,613,2.0,9.95,534,25,2187,7,9.95,2,2010,12,13,1
46736,1512,373,48.0,0.65,301,25,1321,7,0.65,1,2011,1,6,4
73780,2248,696,12.0,2.95,563,25,1022,11,2.95,1,2011,1,27,4
23141,783,397,12.0,1.25,1097,25,2090,7,1.25,2,2010,12,10,5
22231,765,2034,2.0,2.1,1056,25,1715,7,2.1,2,2010,12,9,4
29552,981,2504,1.0,4.95,1119,25,601,7,4.95,0,2010,12,14,2
2052,85,1332,1.0,1.65,1285,25,1630,7,1.65,2,2010,12,1,3
3410,2451,1606,-2.0,14.95,570,25,276,5,14.95,0,2010,12,2,4
64418,1969,335,8.0,1.69,578,25,1251,7,1.69,1,2011,1,20,4
71485,2163,2651,2.0,18.0,93,8,1679,7,18.0,0,2011,1,25,2
44299,2764,503,-6.0,0.42,603,6,2157,4,0.42,1,2011,1,5,3
75907,2323,1108,6.0,2.55,1187,25,503,7,2.55,1,2011,1,30,0
71153,2148,1628,4.0,4.25,423,25,979,7,4.25,0,2011,1,25,2
9623,385,1497,1.0,3.75,826,25,12,7,3.75,2,2010,12,5,0
66370,2019,1156,10.0,0.85,1102,25,373,9,0.85,1,2011,1,21,5
31068,1033,1435,5.0,0.85,139,25,372,7,0.85,2,2010,12,14,2
29907,993,1679,120.0,0.36,454,25,190,7,0.36,2,2010,12,14,2
47969,1552,840,24.0,0.29,42,9,1390,7,0.29,1,2011,1,7,5
8699,359,21,1.0,3.75,823,25,259,7,3.75,2,2010,12,5,0
18255,2522,133,-3.0,4.25,98,9,173,1,4.25,1,2010,12,8,3
49637,1601,2279,18.0,1.25,1010,25,26,12,1.25,0,2011,1,9,0
61622,1910,2054,12.0,1.65,113,25,1036,9,1.65,0,2011,1,18,2
31167,1040,1016,24.0,1.65,1231,25,1040,7,1.65,2,2010,12,15,3
23807,815,1367,1.0,2.55,1361,25,323,7,2.55,2,2010,12,10,5
39040,1325,1175,1.0,2.1,527,25,69,7,2.1,1,2010,12,20,1
8412,351,149,2.0,1.65,1091,25,1204,1,1.65,2,2010,12,5,0
59100,1860,1246,2.0,2.95,611,25,984,7,2.95,1,2011,1,17,1
8891,361,725,1.0,0.85,803,25,1699,7,0.85,2,2010,12,5,0
23920,819,17,3.0,5.95,1346,25,1441,7,5.95,1,2010,12,10,5
74382,2268,327,4.0,1.25,552,25,1659,1,1.25,1,2011,1,27,4
73504,2235,1721,6.0,4.25,994,25,1125,7,4.25,0,2011,1,27,4
43827,1444,39,25.0,0.42,423,25,2277,7,0.42,1,2011,1,5,3
70904,2145,814,24.0,0.42,97,9,361,13,0.42,1,2011,1,25,2
28150,918,755,8.0,1.25,1274,25,1520,7,1.25,2,2010,12,13,1
33018,1151,547,1.0,3.75,755,25,1909,13,3.75,1,2010,12,16,4
